Nama Wisata,final_text,score,sentiment
Teletubbies Hill Bromo,bangun jam pagi jeep liat matahari muncul jeep ga sampe kudu ojek pp rb kudu siapin dana terdugaaah tpi alhamdulillah kesini,5,positif
Teletubbies Hill Bromo,indah tumbuhanya pulih bakar,5,positif
Teletubbies Hill Bromo,bagus pandang,3,netral
Teletubbies Hill Bromo,pandang indah liat dr tmpt parkir haha,3,netral
Teletubbies Hill Bromo,nyaman bersih sejuk cocok banget ngajak kawan pacara keluarga kunjung,5,positif
Teletubbies Hill Bromo,tempat baguscocok refreshing hilangin lelahcocok umurfasilitas blm,3,netral
Teletubbies Hill Bromo,baguss bangett padang padang nya hijau jajan takut lapar toilet jual bunga baju kuda,1,negatif
Teletubbies Hill Bromo,video anniversary keren view nya pas cuaca bagus and rumput bagus,5,positif
Teletubbies Hill Bromo,mantap indah pasca insiden,5,positif
Teletubbies Hill Bromo,kesini pas musim kemarau full debu,3,netral
Teletubbies Hill Bromo,cantik banget pas langit cerah,5,positif
Teletubbies Hill Bromo,gada teletubbiesnya hha,3,netral
Teletubbies Hill Bromo,bagus nikmat suasana gunung suasana sejuk yg senang,5,positif
Teletubbies Hill Bromo,an amazing volcano domain ride a horse to the foot of the volcano take some steps up and you can see into the volcano luckily not to active volcano although the rumbling sound make you aware this volcano is very much alive,3,netral
Teletubbies Hill Bromo,bole laa jual kalo beli bromo,1,negatif
Teletubbies Hill Bromo,jare jenenge wes ganti,3,netral
Teletubbies Hill Bromo,keren,5,positif
Teletubbies Hill Bromo,ciamikk,3,netral
Teletubbies Hill Bromo,view nya bagus banget sayang pas kabut bukit tutup,5,positif
Teletubbies Hill Bromo,takjub,3,netral
Teletubbies Hill Bromo,amazing jawa timur wonderful indonesia,3,netral
Teletubbies Hill Bromo,temoatnya sejuk indah udara sejuk bikin gampang kebelet pipis sayang toilet minim antiran buang air k,5,positif
Teletubbies Hill Bromo,kalo musim hujan bawa motor kemarau rekomendasi jalur full pasir,5,positif
Teletubbies Hill Bromo,bakar hebat akibat ulah padang savana bromo hijau senang,3,netral
Teletubbies Hill Bromo,alhamdulillah masya alloh mantap toilet yg batas,5,positif
Teletubbies Hill Bromo,senang nginep savana hotel malang,1,negatif
Teletubbies Hill Bromo,bagus,5,positif
Teletubbies Hill Bromo,bukit jalan jalur puncak bromo cerah pandang bagus manja mata apit tebing indah lewat ber swa foto ya,5,positif
Teletubbies Hill Bromo,keren swafoto,5,positif
Teletubbies Hill Bromo,salah lokasi tuju kunjung bromo,5,positif
Teletubbies Hill Bromo,beautiful view very cool after a rainfall very crowded with visitors even the cute teletubbies were thr to collect money for photos taken with them,3,netral
Teletubbies Hill Bromo,dak bosan bromo,3,netral
Teletubbies Hill Bromo,indaahh sekali,3,netral
Teletubbies Hill Bromo,katawonderfulbaru kali bromotapi ga pulangdisini lokasi dingin bangetmalang aja kalah dinginnyapemandangannya indah bangetbuat yg ken bromopakailah pakai yg cozysepatu lupa pakai hangat topi sarung tangankarena dingin beudsemakin malam parah dinginnyajangan lupa bawa kamera kualitas terbaikkarena bromo panorama eksklusif yg sayang kalo dilewatkanjangan lupa foto hartop yabiar sensasi yg bedadan alam yg,5,positif
Teletubbies Hill Bromo,masya allah pandang indah bukit teletubbies fotofoto keluarga puas cuaca bagus ramai,5,positif
Teletubbies Hill Bromo,wisata milik sama nama wisata nama bukit teletubbies bukit teletubbies lokasi kawasan taman nasional bromo tengger meru jawa timur milik indah uni sendiri milik view bukit nama teletubbies mirip bukitbukit hijau acara tv anakanak teletubbies,1,negatif
Teletubbies Hill Bromo,wajah indah savan bromo jadi bakar agustus kemaren hijau ya guyss ya moga wisatawan jaga daerah asri bersih selamat holidays,5,positif
Teletubbies Hill Bromo,cakep banget,1,negatif
Teletubbies Hill Bromo,ik kwam hier om teletubbies te zien er zijn hier blijkbaar geen teletubbies te zien onacceptabel en misleidend geen aanrader,3,netral
Teletubbies Hill Bromo,must visit,3,netral
Teletubbies Hill Bromo,mantabbbbbbb,3,netral
Teletubbies Hill Bromo,bagus perlu toilet baik air minim,5,positif
Teletubbies Hill Bromo,nice view tp sayang yg sadar bersih lingkung,5,positif
Teletubbies Hill Bromo,most fav yg wajib kunjung minimal umur hidup biar tau gimana megah bromo,5,positif
Teletubbies Hill Bromo,asli indah,5,positif
Teletubbies Hill Bromo,tetap ko ga ya,5,positif
Teletubbies Hill Bromo,baik yg nggak banget lewat adl cilor emakemak madura yg endul sarendul takgindulgindul ngemil cilor amat bukit tinky winky emank nggak dua tanah air cinta,3,netral
Teletubbies Hill Bromo,bukit hijau asri indah bangey,5,positif
Teletubbies Hill Bromo,salah kawasan bromo asri rumputsemak semak hijau datar bukit bukit cocok spot foto warung dar jajan minum minum hangat nikmat bukit bukit hijau,3,netral
Teletubbies Hill Bromo,rekomended bromo,3,netral
Teletubbies Hill Bromo,seru banget polip sinusitis puyeng bukitnyaaaa,5,positif
Teletubbies Hill Bromo,seru bangettt,5,positif
Teletubbies Hill Bromo,good atmosphere,5,positif
Teletubbies Hill Bromo,orang jual,1,negatif
Teletubbies Hill Bromo,ga rispek seger banget udara pake outfit bahan jeans haha,1,negatif
Teletubbies Hill Bromo,beautiful scene in indonesia,3,netral
Teletubbies Hill Bromo,tempat indah luas hijau nyaman kuda khawatir lapar haus landa warung sedia makan minum toilet bersih jual souvenir,5,positif
Teletubbies Hill Bromo,keluarga cinta bromo menggenalkan alam si lestari alam,5,positif
Teletubbies Hill Bromo,pandang bagus hari explore,3,netral
Teletubbies Hill Bromo,pakai mol solo kesini efforts yg bayar indah nya,5,positif
Teletubbies Hill Bromo,nya indah,5,positif
Teletubbies Hill Bromo,toilet kunci atap gulung unjung hujan ga peduli,3,netral
Teletubbies Hill Bromo,cipta allah swt yg sungguh,5,positif
Teletubbies Hill Bromo,cerah,5,positif
Teletubbies Hill Bromo,kalo kesini mata pandang hijau,1,negatif
Teletubbies Hill Bromo,spot cantik kunjung,5,positif
Teletubbies Hill Bromo,sayang air toilet gak puter kran tdk alir,3,netral
Teletubbies Hill Bromo,bukit teletubbies bromo,3,netral
Teletubbies Hill Bromo,mantab oeee,5,positif
Teletubbies Hill Bromo,lumayan luas area tamandi keliling bukitcocok explor foto selfi foto bareng teman keluarga,5,positif
Teletubbies Hill Bromo,dah bagus donkga nyesel dteng ksini,5,positif
Teletubbies Hill Bromo,prmandangan indah,5,positif
Air Terjun Sedudo,lumayan butuh effort arah kendara mobil lahan parkir roda batas suasana nyaman dingin air terjun amazing banget deras dekat air terjun musti sehat lutut turun anak tangga siap,1,negatif
Air Terjun Sedudo,jalan air terjun sedudo senang jalan kelok tanjak khas daerah gunung jalan suguh pandang alam indah udara sejuk lelah bayar lokasi sampa indah air terjun alir air deras langsung pukau tambah suasana asri area wisata tata nyaman nikmat keluarga sedudo tawar alam wisata alam segar kesan,5,positif
Air Terjun Sedudo,tiket masuk parkir ribu parkir langsung masuk pintu masuk jual makan jajan pedesaa,1,negatif
Air Terjun Sedudo,tmpatnya bguss dingin pas disna grimis rute tikung curam hmpir jatoh pas disna benci bgt sm tangga pas turun kyk mw mluncur gilir pas tmn smpe ngos ngosan but i rate it,3,netral
Air Terjun Sedudo,refreshing olahraga yg asyik,5,positif
Air Terjun Sedudo,indah lupa,5,positif
Air Terjun Sedudo,sedudo waterfall is such a beautiful waterfall tall majestic and absolutely worth the trip the setting is lush and peaceful and seeing the waterfall in person feels even more impressive than photos can capture im definitely happy we made the ride out here and as always one of the best parts was the people all the ibus around there were super friendly and sweet which made the whole experience even better,5,positif
Air Terjun Sedudo,wisata recommended nganjuk,3,netral
Air Terjun Sedudo,cuaca mendung syahdu,3,netral
Air Terjun Sedudo,suasana alami cocok luntur penat,5,positif
Air Terjun Sedudo,indah,5,positif
Air Terjun Sedudo,air terjun sedudo salah destinasi wisata populer nganjuk jawa timur air terjun bagus tempat awat banak foto jalan air terjun bagus anak tangga mandi bawah air terjun makan sedia harga murah riah mantap kunjung jam pagi lokasi unjung yg mantulita,5,positif
Air Terjun Sedudo,adem jalan lika kuku bagus jalur sedudo gelombang gk pengaruh view nya bagus banget spot foto tolong,5,positif
Air Terjun Sedudo,sejuk nyaman indah alami healing refresing manja mata pandang alami hijau air dingin sejuk plus minum susu jahe goreng hangat mantap coba deh rasa maknyus nya,5,positif
Air Terjun Sedudo,tempat ademmmmm air adem sejuk tulis larang rokok udara bagus cari polusi org ngrokok orang rokok sempurna keluarga anak suka air terjun lupa larisin dagang lokal air terjun enak banget dingin makan bakso jagung bakar pecel nasi jagung wedang jahe tinggal seru abis disni keluarga kecuali asap rokok,5,positif
Air Terjun Sedudo,indah banget,5,positif
Air Terjun Sedudo,nasi goreng mie goreng masak arang sangan rekomendet,3,netral
Air Terjun Sedudo,tempat bagus bersih kali kali kunjung kesini cocok keluarga suasana sejuk dingin udah direnov bagus risih jual makan ga wort it bgttt goreng kemarin diangetin nasi udah kering ga enak matokin harga sampe skrang aja ya nemuin jual kek gitu sayang bgt,5,positif
Air Terjun Sedudo,bagus suka syukur,5,positif
Air Terjun Sedudo,wisata banggan orang nganjuk ya air terjun sedudo jalan jalan nganjuk lewat mamper air terjun sedudo camat sawah,5,positif
Air Terjun Sedudo,tempat asri gak pungut dagang gak ganggu,3,netral
Air Terjun Sedudo,air terjun banget sejuk,1,negatif
Air Terjun Sedudo,adem cocok hilang stress aktifitas,3,netral
Air Terjun Sedudo,baguss bget,3,netral
Air Terjun Sedudo,bagus,5,positif
Air Terjun Sedudo,nice place,5,positif
Air Terjun Sedudo,jalan tanjak senang pasti kendara kondisi prima jalur sedia kelok tempat indah segar fasilitas dukung totally recommended,5,positif
Air Terjun Sedudo,bagusjalan enak,5,positif
Air Terjun Sedudo,coba jalan turun curam kasih emergency hook stop biar gak makan korban kelola wisata pinter share contoh referensi ndeng fokus wisata tpi akses pikir jalan bahaya yaa analisis resiko pakai,5,positif
Air Terjun Sedudo,recommendedtempat wisata yg suguh indah alam,5,positif
Air Terjun Sedudo,sejukfasilitas ok,3,netral
Air Terjun Sedudo,air terjun indah penuh juang tuju motuba,5,positif
Air Terjun Sedudo,gelap klo orang temu kecuali tugas tempat mudah akses mobil jalur jalan kaki bagus buru jalan lutut gempor nikmat udara bersih aroma dupa area parkir mobil,3,netral
Air Terjun Sedudo,destinasi sepi,1,negatif
Air Terjun Sedudo,sejuk makan harga jangkau tempat maintenance lantai lumut bahaya kalo pas hujan,3,netral
Air Terjun Sedudo,alam indah sejuk,5,positif
Air Terjun Sedudo,alam senang sayang pas hujan,3,netral
Air Terjun Sedudo,suruh parkir lokasi km jalan ojek tp gabisa panggil jemput buruk bgt januari,1,negatif
Air Terjun Sedudo,jalan air terjun sedudo berkelokkelok maasyaaallah parkir mobil aja air terjun dingin sekali air,1,negatif
Air Terjun Sedudo,air terjun sedudo salah destinasi wisata alam kenal daerah nganjuk indah air terjun tawan alir air jernih deras keliling pandang alam hijau asri fasilitas air terjun lengkap area parkir duduk jalur setapak mudah unjung suasana sejuk segar cocok santa foto nikmat alam air terjun sedudo destinasi wisata tarik senang cinta alam unjung nikmat indah alam udara segar,5,positif
Air Terjun Sedudo,mantap,5,positif
Air Terjun Sedudo,air terjun istimewa bangeeett pas kabut sumpah keren bgt kayak g ujung jalan tantang tanjak yg lmyn ekstrim weekend g rame jd lokasi air terjun bs nyaman nikmatin suasana turun lokasi jg tangga cm g sampe anak tangga jd g effort sprti grojogan sewu tawangmangu dg anak tangga tempat bersih cemilan minum jg murah trima kasih bnyk,5,positif
Air Terjun Sedudo,tempat nyaman bagusrame kesini mesti yg dcari nasi jagung goreng,5,positif
Air Terjun Sedudo,mantaap,3,netral
Air Terjun Sedudo,wisata sih bagus makan sosis bakar aja sih mahal banget tusuk sosis rb beneran harga mahal mahallin,1,negatif
Air Terjun Sedudo,seruuu bngett dingin sejukkk enakkkk pokoknyaa pngen kesini lagiiii,3,netral
Air Terjun Sedudo,nya sejuk poll,3,netral
Air Terjun Sedudo,suasana sejuk awat,5,positif
Air Terjun Sedudo,viewnya baguus,3,netral
Air Terjun Sedudo,tempat bangun y gaes aman kalo mandi kol d utara pas air terjun makananya jga enakk menu desa makan instan,5,positif
Air Terjun Sedudo,recomended air terjun sedudo air terjun biasaini destinasi madu indah alam gunung wilis arif lokal mistis indah alami mitos legendaris tinggi megah air terjun meter julang gagah lereng gunung wilis alir air deras sejuk cipta kabut air segar area dingin damai mitos awet muda legenda kenal yakin mandi air sedudo momen upacara siram suro muharramsuro bawa berkah awet muda sembuh lancar rezeki mitos tradisi sedudo unik latar instagramable pandang tebing kokoh vegetasi hijau spot sempurna foto dekat area kolam mandi beton rapi rasa segar air langsung gunung akses fasilitas akses jalan jalan sedudo kota nganjuk aspal mulus medan khas gunung tanjak naikturun kelok kendara roda nonbus roda lintas nyaman fasilitas komplet kelola tata area wisata sedia area parkir luas toiletmushola bersih warungkantin tata rapi tantang tangga siap fisik capai area air terjun utama menaikimenuruni ratus anak tangga beton view jamin padan usaha tips kunjung jaket wajib udara dingin pagi musim hujan bawa jaket pakai hangat pagi datang hindar ramai puncak nikmat udara segar kuliner lokal lewat camil minum hangat warungwarung lokal area food court hangat badan airterjunsedudo nganjuk wisatanganjuk gunungwilis mitosawetmuda destinasialam healingspot jawatimur,5,positif
Air Terjun Sedudo,kendara driver fit alam,5,positif
Air Terjun Sedudo,bagus sayang ga masuk air terjun pagar malas main lg,5,positif
Air Terjun Sedudo,masya alloh air terjun indah banget suasana alami tenang pakai kendara air terjun jalan aspal mulus,5,positif
Air Terjun Sedudo,nganjuk,3,netral
Air Terjun Sedudo,sejuk indah,5,positif
Air Terjun Sedudo,air terjun nuansa supranatural letak desa ngliman camat sawah kabupaten nganjuk jawa timur jarak km arah selatan kota kabupaten nganjuk tinggi meter dpl tinggi air terjun meter wisata milik fasilitas jalur transportasi mudah akses,1,negatif
Air Terjun Sedudo,air terjun sedudo milik pandang indah air jernih udara sejuk suasana tenang cocok lepas penat akses mudah pilih wisata keluarga,5,positif
Air Terjun Sedudo,jalan lokasi sdh baguspgn ngajak renang anak saudara tmn tp syng pembagunan blm clear,1,negatif
Air Terjun Sedudo,layan ramah,3,netral
Air Terjun Sedudo,kesini gara bete orang emng akga nikmatin air terjun,3,netral
Air Terjun Sedudo,air terjun sqngat bagus org yg jual ky paksa jd nyaman,5,positif
Air Terjun Sedudo,wisata air terjun yg mudah jangkau kendara bs masuk area,3,netral
Air Terjun Sedudo,hawa sejuksayang boleh mandi,3,netral
Air Terjun Sedudo,kali kesana nya bersih sejuk sana jajan dri warlok murah monggo laris,5,positif
Air Terjun Sedudo,jalan lokasi kelok tanjak suguh pandang indah sepi banget pas kesana unjung sja dlm proses baik jd tdk main air tiket masuk rborang parkir mobil rb,1,negatif
Air Terjun Sedudo,kesini habis acara kondangan saudara nenek ku nganjuk tempat dingin vibes nya alam harga murah pokok e penakk makan snack area sedudo murah,3,netral
Air Terjun Sedudo,udara segar mampir minum jahe panas joss ubi goreng mantap,5,positif
Air Terjun Sedudo,air terjun sedudo transformasi wisata alam tata rapi malangcoban rondo akses lokasi jalan tanjak berkelokkelok jalan mulus halus tiket jangkau spot foto banyakdan rendam air dingin luas tempat asyik best,5,positif
Air Terjun Sedudo,top,5,positif
Air Terjun Sedudo,kenang,3,netral
Air Terjun Sedudo,takjub,3,netral
Air Terjun Sedudo,sayang terang,3,netral
Air Terjun Sedudo,beli kaya gin doang habis ribu mending beli luar air terjun nya aja hati hati kalo beli makan gaada daftar harga mending tanga harga nya aja sampe kemarin sabtu kesana harga makana sam minum nya x,1,negatif
Air Terjun Sedudo,air terjun nya bagus banget kuliner nya,5,positif
Air Terjun Sedudo,panorama indah,5,positif
Air Terjun Sedudo,juni akses jalan bagus jalan tikung tanjak harap berhatihati akses parkir air terjun tangga turun lebar area air terjun jual jajan goreng nikmat leseh sedia jual nikmat indah pandang sekitartapi kaget harga jd kali lipat dgn harga maklum harga wisata,1,negatif
